lakeid,trans,dist,setdate,coldate,aran_other,lyco_pal_m,lyco_pal_f,lyco_hyp_m,lyco_hyp_f,lyco_sph_m,lyco_sph_f,lyco_alp_m,lyco_alp_f,lyco_unid_m,lyco_unid_f,lyco_juv,lyco_total,egsa,liny,gnap,thom,opil,acar_other,trom,acar_total,cole_other,cryp,stap,cara,curc,colj,clmb,comments,comments 2
myv,kal,150,2014-06-08,2014-06-22,0,16,6,0,0,0,0,0,0,0,0,0,22,3,4,5,1,10,2,2,4,0,0,0,0,0,0,NA,NA,NA
myv,non,5,2014-06-08,2014-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,42,0,2,8,10,0,0,NA,NA,NA
myv,non,50,2014-06-08,2014-06-22,0,8,0,0,0,0,0,0,0,0,0,0,8,0,6,1,4,10,13,10,23,0,7,2,5,0,0,NA,NA,NA
myv,non,150,2014-06-08,2014-06-22,0,15,3,0,0,0,0,0,0,0,0,0,18,3,3,2,1,2,5,4,9,0,1,0,0,0,0,NA,NA,NA
myv,vin,5,2014-06-08,2014-06-22,0,7,5,0,0,1,0,0,0,0,0,0,13,1,1,0,0,3,24,1,25,0,4,6,3,0,0,NA,NA,NA
myv,vin,50,2014-06-08,2014-06-22,0,6,12,0,0,3,0,1,0,0,0,0,22,2,6,2,2,0,1,3,4,0,0,0,1,0,0,NA,NA,NA
myv,vin,150,2014-06-08,2014-06-22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,2,17,19,36,0,0,0,4,0,0,NA,NA,NA
hel,hel1,5,2014-06-14,2014-06-29,1,0,0,0,0,74,14,0,0,0,0,2,90,11,1,0,0,15,1,8,9,0,0,0,14,0,0,NA,NA,NA
hel,hel1,50,2014-06-14,2014-06-29,0,8,6,16,6,1,0,0,0,0,0,0,37,5,9,2,0,1,20,77,97,0,0,0,2,0,0,NA,NA,NA
hel,hel1,150,2014-06-14,2014-06-29,1,6,3,11,3,0,0,0,0,0,0,0,23,4,4,3,2,0,38,162,200,0,0,0,0,0,1,NA,spilled sample while transferring back to vial for storage. Some specimens may have been lost.,NA
hel,hel1,500,2014-06-14,2014-06-29,0,11,1,35,2,12,4,0,0,0,0,2,67,4,3,2,0,7,7,18,25,0,0,0,0,0,0,NA,NA,NA
hel,hel2,5,2014-06-14,2014-06-29,5,0,0,3,0,28,19,0,0,0,0,2,52,19,2,0,0,4,5,5,10,0,0,0,6,0,0,NA,NA,NA
hel,hel2,50,2014-06-14,2014-06-29,0,6,1,9,1,1,0,0,0,0,0,1,19,2,4,2,0,0,3,42,45,0,0,0,1,0,0,NA,NA,NA
hel,hel2,150,2014-06-14,2014-06-29,0,4,1,6,4,0,0,0,0,0,0,0,15,4,1,1,0,1,4,76,80,0,0,0,0,0,0,NA,NA,NA
hel,hel2,500,2014-06-14,2014-06-29,0,4,0,15,2,4,0,0,0,0,0,0,25,2,1,0,1,3,4,42,46,0,0,0,0,0,0,NA,NA,NA
myv,btl,5,2014-06-22,2014-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,24,3,27,5,4,0,1,0,0,NA,NA,NA
myv,btl,50,2014-06-22,2014-07-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,15,1,16,0,6,1,4,1,1,NA,NA,NA
myv,btl,150,2014-06-22,2014-07-05,0,10,0,0,0,2,0,0,0,0,0,0,12,0,3,1,1,3,27,2,29,0,0,0,11,0,0,NA,NA,NA
myv,hag,5,2014-06-22,2014-07-05,0,6,3,0,0,0,1,0,0,0,0,1,11,3,4,2,0,4,19,17,36,0,3,1,2,0,1,NA,NA,NA
myv,hag,50,2014-06-22,2014-07-05,0,2,2,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,11,9,20,0,0,0,0,1,0,NA,NA,NA
myv,hag,150,2014-06-22,2014-07-05,0,9,1,0,0,0,1,0,0,0,0,1,12,2,4,7,0,5,51,12,63,0,0,0,0,0,0,NA,NA,NA
myv,hag,500,2014-06-22,2014-07-05,0,10,4,0,0,2,0,0,0,0,0,0,16,3,3,1,0,6,3,1,4,0,0,0,2,0,0,NA,NA,NA
myv,kal,5,2014-06-22,2014-07-05,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,8,32,27,59,0,1,5,0,0,0,NA,"8 staph, 4 trom, 2 acari, 5 liny, 1 crypto removed for vouchers",NA
myv,kal,50,2014-06-22,2014-07-05,0,3,2,0,0,0,0,0,0,0,0,1,6,1,7,1,2,1,7,4,11,0,0,0,0,0,0,NA,slugs,NA
myv,kal,150,2014-06-22,2014-07-05,0,10,1,0,0,0,0,0,0,0,0,0,11,0,2,1,0,7,10,0,10,0,0,0,0,0,0,NA,NA,NA
myv,non,5,2014-06-22,2014-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,41,1,42,0,1,16,8,0,0,NA,"lots of collembola; 8 carab, 1 acari, 1 crypto, 3 coll, 2 hemip removed for vouchers",NA
myv,non,50,2014-06-22,2014-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,2,22,8,30,0,3,0,1,0,0,NA,NA,NA
myv,non,150,2014-06-22,2014-07-05,0,1,3,0,0,0,0,0,0,0,0,0,4,2,5,3,0,1,27,6,33,0,0,0,0,0,0,NA,NA,NA
myv,vin,5,2014-06-22,2014-07-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,31,5,36,0,18,6,0,0,2,NA,NA,NA
myv,vin,50,2014-06-22,2014-07-05,0,2,5,0,0,1,0,0,0,0,0,0,8,6,4,1,0,3,13,32,45,0,0,0,1,0,0,NA,NA,NA
myv,vin,150,2014-06-22,2014-07-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,13,0,0,0,1,0,0,NA,NA,NA
hel,hel1,5,2014-06-29,2014-07-15,0,0,0,0,0,1,8,0,0,0,0,2,11,8,0,0,0,24,2,1,3,0,0,0,11,0,0,NA,NA,NA
hel,hel1,50,2014-06-29,2014-07-15,0,2,1,0,1,0,0,0,0,0,0,1,5,1,4,0,1,2,6,17,23,0,1,0,1,0,0,NA,NA,NA
hel,hel1,150,2014-06-29,2014-07-15,0,1,0,0,2,0,0,0,0,0,0,1,4,2,6,3,1,1,18,92,110,0,0,0,2,0,0,NA,"1 thom, 4 gnaph, 4 trom, 1 acari, 2 liny, 2 carab, 4 coll, 1 hemip removed for vouchers",NA
hel,hel1,500,2014-06-29,2014-07-15,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,8,4,12,16,0,0,0,0,0,0,NA,NA,NA
hel,hel2,5,2014-06-29,2014-07-15,0,0,0,0,0,3,11,0,0,0,0,3,17,8,2,0,0,11,3,6,9,0,0,0,0,0,0,NA,NA,NA
hel,hel2,50,2014-06-29,2014-07-15,0,2,1,0,3,0,0,0,0,0,0,0,6,4,3,1,1,4,7,19,26,0,0,0,0,0,0,NA,NA,NA
hel,hel2,150,2014-06-29,2014-07-15,0,0,2,0,3,0,0,0,0,0,0,0,5,5,1,1,0,0,12,23,35,0,0,0,0,0,0,NA,snail!,NA
hel,hel2,500,2014-06-29,2014-07-15,0,0,2,1,1,2,0,0,0,0,0,2,8,3,2,1,0,1,14,12,26,0,0,0,0,0,0,NA,NA,NA
myv,btl,5,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,82,2,84,0,11,2,1,1,0,NA,lots of hemiptera,NA
myv,btl,50,2014-07-09,2014-07-19,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,7,0,10,21,6,27,0,7,1,2,1,0,NA,"1 trom, 2 acar, 3 liny, 6 crypto, 2 coll, 1 curculionid removed for vouchers",NA
myv,btl,150,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,5,12,0,1,0,5,0,0,NA,NA,NA
myv,hag,5,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45,47,0,0,2,4,0,0,NA,all hag tops off,NA
myv,hag,50,2014-07-09,2014-07-19,0,0,4,0,0,0,0,0,0,0,0,4,8,4,1,3,5,0,11,31,42,0,0,0,0,0,0,NA,"rock inside; 2 thom, 7 trom, 2 acar, 3 coll, 4 hemip removed for vouchers",NA
myv,hag,150,2014-07-09,2014-07-19,0,10,2,0,0,0,0,0,0,0,0,3,15,2,6,5,1,3,29,151,180,1,0,0,0,0,0,NA,coleoptera is Byrrhus fascia,NA
myv,hag,500,2014-07-09,2014-07-19,0,4,2,0,0,0,0,0,0,0,0,0,6,2,6,1,3,2,13,18,31,0,1,2,1,0,0,NA,NA,NA
myv,kal,5,2014-07-09,2014-07-19,0,0,2,0,0,0,1,0,0,0,0,0,3,3,6,2,3,3,79,19,98,0,3,15,4,0,2,NA,NA,NA
myv,kal,50,2014-07-09,2014-07-19,0,3,1,0,0,0,0,0,0,0,0,1,5,0,7,4,1,3,6,9,15,0,0,0,0,0,0,NA,baby lycos,There is a very large (34) discrepancy between the old and new counts
myv,kal,150,2014-07-09,2014-07-19,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10,0,0,3,7,2,9,0,0,0,1,0,0,NA,NA,NA
myv,non,5,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,10,0,0,2,22,0,0,NA,lots of collembola,NA
myv,non,50,2014-07-09,2014-07-19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,49,34,83,0,7,1,0,0,0,NA,NA,NA
myv,non,150,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,7,35,11,46,0,0,0,0,0,0,NA,NA,NA
myv,vin,5,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,57,17,74,0,14,6,0,0,9,NA,NA,NA
myv,vin,50,2014-07-09,2014-07-19,0,0,9,0,0,0,0,0,0,0,0,2,11,8,0,0,1,8,22,126,148,0,1,2,0,0,0,NA,NA,NA
myv,vin,150,2014-07-09,2014-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,12,17,0,0,3,1,0,0,NA,NA,NA
hel,hel1,5,2014-07-15,2014-07-29,0,0,0,0,1,0,3,0,0,0,0,2,6,2,0,0,0,10,3,10,13,0,0,0,13,0,0,NA,NA,NA
hel,hel1,50,2014-07-15,2014-07-29,0,0,1,0,3,0,0,0,0,0,0,1,5,1,5,3,1,5,5,63,68,0,0,0,1,0,0,NA,NA,NA
hel,hel1,150,2014-07-15,2014-07-29,0,3,5,0,5,0,0,0,0,0,0,6,19,2,1,2,1,0,14,104,118,0,0,0,0,0,0,NA,NA,There is a very large (122) discrepancy between the old and new counts
hel,hel1,500,2014-07-15,2014-07-29,0,0,2,0,2,0,7,0,0,0,0,6,17,0,3,1,2,10,4,80,84,0,0,0,0,0,0,NA,NA,There is a very large (22) discrepancy between the old and new counts
hel,hel2,5,2014-07-15,2014-07-29,0,0,0,0,1,0,3,0,0,0,0,1,5,4,2,0,0,11,14,13,27,0,0,0,0,0,0,NA,NA,NA
hel,hel2,50,2014-07-15,2014-07-29,0,0,1,0,4,0,0,0,0,0,0,1,6,4,1,2,0,4,9,18,27,0,1,0,0,0,0,NA,"10 lyco, 1 egg sac, 5 opils removed for vouchers",There is a very large (61) discrepancy between the old and new counts
hel,hel2,150,2014-07-15,2014-07-29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,6,31,37,0,0,0,0,0,0,NA,NA,NA
hel,hel2,500,2014-07-15,2014-07-29,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,1,0,1,8,30,38,0,3,0,0,0,0,NA,NA,NA
myv,btl,5,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,51,11,62,0,3,8,3,0,0,NA,NA,NA
myv,btl,50,2014-07-19,2014-08-03,0,0,2,0,0,0,0,0,0,0,0,0,2,0,46,1,1,1,5,1,6,0,10,0,0,0,0,NA,NA,NA
myv,btl,150,2014-07-19,2014-08-03,0,1,5,0,1,0,2,0,0,0,0,1,10,2,3,1,4,1,2,29,31,0,0,1,9,0,0,NA,NA,NA
myv,hag,5,2014-07-19,2014-08-03,0,0,0,0,0,0,2,0,0,0,0,0,2,1,24,0,0,1,9,90,99,0,8,7,0,0,1,NA,NA,NA
myv,hag,50,2014-07-19,2014-08-03,0,0,6,0,0,0,0,0,0,0,0,1,7,2,1,6,4,1,22,34,56,0,0,0,0,0,0,NA,NA,NA
myv,hag,150,2014-07-19,2014-08-03,0,11,1,0,0,0,0,0,0,0,0,0,12,0,4,2,1,1,8,104,112,0,0,0,0,0,0,NA,"rock inside, very dirty",NA
myv,hag,500,2014-07-19,2014-08-03,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,7,12,0,0,0,0,0,0,NA,NA,NA
myv,kal,5,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5,101,36,137,0,5,11,19,0,0,NA,NA,NA
myv,kal,50,2014-07-19,2014-08-03,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,26,31,57,0,0,0,0,0,0,NA,NA,NA
myv,kal,150,2014-07-19,2014-08-03,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,6,25,31,0,0,1,0,0,0,NA,NA,NA
myv,non,5,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,10,0,0,17,14,0,0,NA,NA,NA
myv,non,50,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,66,39,105,0,8,6,3,0,0,NA,NA,NA
myv,non,150,2014-07-19,2014-08-03,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,4,3,3,16,11,27,0,0,0,0,0,0,NA,lots of diptera larvae,NA
myv,vin,5,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,41,23,64,0,0,3,10,0,1,NA,lots of collembola,NA
myv,vin,50,2014-07-19,2014-08-03,0,0,3,0,0,0,0,0,0,0,0,2,5,1,8,0,0,0,21,52,73,0,1,6,0,0,0,NA,10 hemiptera,NA
myv,vin,150,2014-07-19,2014-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,3,1,0,0,NA,NA,NA
hel,hel1,5,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,7,0,0,1,2,0,2,0,0,0,1,0,0,8,"lyco 2jM; liny 5M, 2j",NA
hel,hel1,50,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4,0,0,5,0,0,0,0,0,1,0,0,0,34,liny 4M; lyco jM,NA
hel,hel1,150,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,"lyco, 2jF; gnap 1F",NA
hel,hel1,500,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,0,0,33,"liny 3F, 1M; thom 1F",NA
hel,hel2,5,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,6,0,0,2,0,4,0,0,0,0,0,1,1,0,0,38,"lyco 5M, 1F, 3jM, 3jF",NA
hel,hel2,50,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,7,NA,NA
hel,hel2,150,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,"liny 1M, 2F",NA
hel,hel2,500,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,1,1,2,3,0,0,0,0,0,0,2,"liny 1M, 1F",NA
myv,btl,5,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,0,liny 4jF,NA
myv,btl,50,2015-06-06,2015-06-11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,5,1,1,0,1,0,2,0,0,1,0,8,"liny 6M, 4F, 2J; gnap 1j, Thom 2M, 2F, 1j",NA
myv,btl,150,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,9,0,0,0,0,0,0,5,0,0,9,"liny 1M, 2F, 1jF; gnap 1jM",NA
myv,hag,5,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,1,10,4,6,10,0,4,2,1,0,0,151,"lyco 1jM, 2jF; liny 12M, 2F",NA
myv,hag,50,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,28,1,0,1,0,1,2,0,0,0,68,"lyco 1F, 2M; liny 1jF, 2F, 4M",NA
myv,hag,150,2015-06-06,2015-06-11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,0,3,"Lyco 3jF, Thom 1M",NA
myv,hag,500,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,"lyco 3M, 1jM; gnap 1jM",NA
myv,kal,5,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,0,3,0,1,1,3,1,1,16,"many midges in this sample; liny1M, 1j, 4jM, 1jF",NA
myv,kal,50,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,3,0,0,3,"lyco 3jF; gnap 1jF; thom 1M, 1jM, 1jF",NA
myv,kal,150,2015-06-06,2015-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cup dropped,NA
myv,non,5,2015-06-06,2015-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,NA,NA
myv,non,50,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,6,"liny 4M, 1j",NA
myv,non,150,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA
myv,vin,5,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,4,1,0,0,0,55,"liny 4F, 1M",NA
myv,vin,50,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2,0,0,1,0,1,1,0,0,3,1,0,0,18,"lyco 4jM, 4jF, 2unident.j; liny 1M, 1F",NA
myv,vin,150,2015-06-06,2015-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,2,3,5,0,0,0,0,0,0,18,"liny 3F, 1M; gnap 1F",NA
hel,hel1,5,2015-06-11,2015-06-27,0,0,0,2,0,69,24,4,2,0,0,6,107,0,12,0,0,8,6,0,6,0,0,0,7,0,0,47,"lyco PS 69M, 24F; PH 2M; AA 4M, 2F; Juv. 2M, 4F",NA
hel,hel1,50,2015-06-11,2015-06-27,0,14,7,31,17,4,4,0,0,0,0,0,77,0,15,4,4,3,22,67,89,0,0,0,2,0,1,185,"lyco PP 14M, 7F; PH 31M, 17F; PS 4M, 4F",NA
hel,hel1,150,2015-06-11,2015-06-27,1,14,14,18,12,1,1,0,0,0,0,0,60,0,2,4,3,0,0,337,337,0,0,0,1,0,0,79,"PP 14M, 14F; PH 18M, 12F; PS 1M, 1F",NA
hel,hel1,500,2015-06-11,2015-06-27,0,6,6,27,3,17,8,0,0,0,0,0,67,0,8,0,4,17,6,67,73,0,0,0,5,0,0,110,"lyco PS 17M, 8F; PP 6M, 6F; PH 27M, 3F",NA
hel,hel2,5,2015-06-11,2015-06-27,0,0,0,16,5,46,25,1,0,0,0,0,93,0,11,1,0,5,9,7,16,0,0,0,7,0,0,58,"lyco PS 46M, 25F; PH 16M, 5F; AA 1M",NA
hel,hel2,50,2015-06-11,2015-06-27,0,3,11,1,5,2,0,0,0,0,0,1,23,4,1,1,1,9,8,0,8,0,0,0,0,0,0,43,"lyco PS 2M; PP 3M, 11F; PH 1M, 5F",There is a very large (-23) discrepancy between the old and new counts
hel,hel2,150,2015-06-11,2015-06-27,3,7,1,11,3,0,0,0,0,0,0,0,22,0,8,3,3,5,0,264,264,0,0,0,0,0,0,113,"lyco PP 7M, 1F; PH 11M, 3F",NA
hel,hel2,500,2015-06-11,2015-06-27,0,5,4,8,8,2,0,0,0,0,0,0,27,0,2,7,1,10,5,62,67,0,0,0,0,0,0,28,NA,NA
myv,btl,5,2015-06-11,2015-06-27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,0,8,0,0,0,0,0,0,1,0,0,0,lyco PS 1F,NA
myv,btl,50,2015-06-11,2015-06-27,0,1,0,3,1,1,0,0,0,0,0,0,6,0,49,6,3,21,11,1,12,1,0,0,1,0,0,32,"lyco PP 1M; PS 1M; PH 3M, 1F",NA
myv,btl,150,2015-06-11,2015-06-27,0,5,0,1,0,8,0,0,0,0,0,0,14,2,20,0,3,23,26,27,53,0,3,3,5,0,0,155,lyco PS 8M; PP 5M; PH 1M,NA
myv,hag,5,2015-06-11,2015-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,120,10,130,0,3,0,0,0,0,265,NA,NA
myv,hag,50,2015-06-11,2015-06-27,0,32,5,0,0,10,0,0,0,0,0,0,47,0,25,4,4,29,72,50,122,0,1,3,0,0,0,152,"lyco PP 32M, 5F; PS 10",NA
myv,hag,150,2015-06-11,2015-06-27,0,27,4,2,0,6,0,0,0,0,0,0,39,0,3,2,1,1,11,26,37,0,0,0,0,0,0,37,"lyco PP 27M, 4F; PH 2M; PS 6M",NA
myv,hag,500,2015-06-11,2015-06-27,1,101,9,21,1,7,1,0,1,0,0,0,141,0,3,7,0,0,2,33,35,0,0,0,1,0,0,0,"lyco PP 101M, 9F; PH 21M, 1F; PS 7M, 1F; AA 1F",NA
myv,kal,5,2015-06-11,2015-06-27,0,3,0,0,2,1,1,0,0,0,0,0,7,0,19,0,0,9,16,20,36,5,2,13,8,0,0,140,"lyco PS 1M, 1F; PH 2F; PP 3M",NA
myv,kal,50,2015-06-11,2015-06-27,0,12,1,0,0,0,0,3,0,0,0,0,16,0,15,9,5,6,18,22,40,0,0,0,2,0,0,42,"lyco PP 12M, 1F; AA 3M",NA
myv,kal,150,2015-06-11,2015-06-27,6,11,0,0,1,1,0,0,0,0,0,0,13,0,0,8,4,5,2,7,9,0,0,0,1,0,0,4,"1 caterpillar; PH 1F, PS 1M; PP 11M",NA
myv,non,5,2015-06-11,2015-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,28,0,28,0,25,11,10,0,0,17,NA,NA
myv,non,50,2015-06-11,2015-06-27,0,4,0,0,0,0,0,0,0,0,0,0,4,0,33,2,4,10,8,4,12,0,3,0,3,0,0,51,caterpillar; lyco PP 4M,NA
myv,non,150,2015-06-11,2015-06-27,1,26,0,0,1,1,0,0,0,0,0,0,28,0,1,3,2,0,0,41,41,0,0,0,0,0,0,45,PP 26M; PS 1M; PH 1F,NA
myv,vin,5,2015-06-11,2015-06-27,0,4,9,1,0,3,0,0,0,0,0,0,17,0,22,1,0,7,33,3,36,0,4,0,1,0,0,204,"lyco PP 4M, 9F; PS 3M; PH 1M",NA
myv,vin,50,2015-06-11,2015-06-27,0,94,18,0,0,37,9,0,0,0,0,0,158,0,28,7,1,4,32,78,110,0,0,2,4,0,0,134,"lyco PP 94M, 18F; PS 37M, 9F",NA
myv,vin,150,2015-06-11,2015-06-27,11,13,0,0,3,8,3,0,0,0,0,0,27,0,3,7,1,8,25,292,317,0,0,1,4,0,0,44,"3 caterpillars; PH 3F, PS 3F, 8M; PP 13M",NA
hel,hel1,5,2015-06-27,2015-07-13,0,0,0,0,0,17,10,0,0,0,0,0,27,2,0,0,0,1,8,12,20,0,0,0,2,0,0,25,NA,NA
hel,hel1,50,2015-06-27,2015-07-13,0,3,0,6,10,0,1,0,0,0,0,1,21,1,0,3,1,0,2,35,37,0,0,0,1,0,0,14,NA,NA
hel,hel1,150,2015-06-27,2015-07-13,0,1,2,9,4,0,0,0,0,0,0,2,18,0,5,1,1,0,39,97,136,0,0,0,0,0,0,32,NA,NA
hel,hel1,500,2015-06-27,2015-07-13,0,2,0,4,2,10,1,0,0,0,0,1,20,2,4,5,3,4,10,52,62,0,1,0,2,0,0,20,NA,NA
hel,hel2,5,2015-06-27,2015-07-13,0,1,0,0,0,13,5,0,0,0,0,0,19,0,6,1,0,6,17,16,33,0,0,0,2,0,0,23,NA,NA
hel,hel2,50,2015-06-27,2015-07-13,0,1,3,3,2,2,0,0,0,0,0,0,11,2,2,0,0,4,4,25,29,0,0,0,0,0,0,3,NA,NA
hel,hel2,150,2015-06-27,2015-07-13,0,4,3,2,1,0,0,0,0,0,0,1,11,1,0,2,3,1,10,181,191,0,0,0,0,0,0,2,1 Auchenorrhyncha,NA
hel,hel2,500,2015-06-27,2015-07-13,0,0,1,1,2,0,0,0,0,0,0,1,5,0,4,0,0,2,3,31,34,0,0,0,0,0,0,6,NA,NA
myv,btl,5,2015-06-27,2015-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,2,0,2,0,1,11,0,0,0,25,1 Auchenorrhyncha; 2 stenorrhyncha; 1 curculionidae,NA
myv,btl,50,2015-06-27,2015-07-13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,3,0,8,21,0,21,0,0,1,0,0,0,28,NA,NA
myv,btl,150,2015-06-27,2015-07-13,0,4,0,0,1,5,0,0,0,0,0,0,10,0,10,3,1,7,6,12,18,0,2,1,7,0,0,26,NA,NA
myv,hag,5,2015-06-27,2015-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing (both infall and pitfall out of place; human interference?),NA
myv,hag,50,2015-06-27,2015-07-13,0,5,2,0,0,2,0,0,0,0,0,0,9,0,2,1,0,16,48,33,81,0,0,0,0,0,0,53,NA,NA
myv,hag,150,2015-06-27,2015-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cup pulled out of ground?,NA
myv,hag,500,2015-06-27,2015-07-13,0,17,0,7,4,14,0,0,0,0,0,1,43,3,0,1,1,2,0,33,33,0,0,0,0,0,0,18,1 slug,NA
myv,kal,5,2015-06-27,2015-07-13,0,0,1,0,0,1,0,0,0,0,0,0,2,0,14,0,0,6,36,3,39,0,0,6,13,6,0,66,NA,NA
myv,kal,50,2015-06-27,2015-07-13,0,2,0,0,1,0,0,0,0,0,0,0,3,0,4,5,1,1,3,22,25,0,0,0,2,0,0,8,NA,NA
myv,kal,150,2015-06-27,2015-07-13,0,0,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,3,4,0,0,0,0,0,0,7,1 Auchenorrhyncha,NA
