lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,flg,500,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,20,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,5,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,425,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,18,0,4 muscomorph,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,25,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,19,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,284,0,18 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,184,0,30 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,102,0,17 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,1095.878449,0,"7 bibionids, 8 muscmorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,1309.814879,0,"13 bibionids, 7 muscomorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,328,0,"1 bibionid, 2 muscomorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,19,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,36,0,18 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,4,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,7,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,5,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,263,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,165,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,31,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,5,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,20,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,50,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,9,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,150,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,15,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,500,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,5,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,5,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,18,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,50,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,17,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,150,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,4,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,500,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,1,5,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1641.634649,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1187.565491,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,467,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,678,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1100.244499,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,386,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,130,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1251.600885,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,310,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,112,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,48,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1880.312027,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,2,1414.60007,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,6,1187.565491,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,5501.222494,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,273,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,2043.311212,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,361,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,326,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,6,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,70,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1069.682152,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,796.3674467,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,245,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
